please,guaranteed,purchase,interested,store,account,customer,bank,sms,club,message,call,nationwide,cost,card,mail,apple,charges,update,today,Number of words,Number of Upper Case Words,Conatins Special Character,Noun,Pronoun,Adjective,Verb,Adverb,Preposition,Conjunction,Size,Number of Digits,Number of Alphabets,Number of Space,Number of Upper case letters,Number of Mathematical symbols,Number of punctuation symbols,Misspelled score,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,SMOGIndex,Phone Number,Email Id,URL present,Self Answering Type msg,Emotions present,Greeting tokens present,Contains visual morphemes,age_of_domain,is_atrate_present,is_hypen_present,number_of_dots,length_of_url,special_symbols_count_in_url,ssl_certifiacte_type,source_code_form_domain_match,apk_download_detection,Label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,7,4,4,1,1,2,1,165,0,124,33,4,0,8,23.53,9.477368421,12.93947368,2.607465579,94.79657895,15.2,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,8,0,0,0,1,1,0,50,0,38,12,2,0,0,0,0.372307692,-1.162307692,-0.889491846,115.5476923,8.276923077,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,3,0,2,0,0,1,1,57,0,48,9,1,0,0,40,6.01,6.178,9.4637528,69.785,8,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,1,3,3,0,0,1,2,1,92,0,72,18,4,0,2,5.26,4.01,5.526,3.8872956,101.935,8,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,1,1,0,0,0,0,34,0,27,6,1,0,1,28.57,-2.745714286,0.237142857,2.651867,127.2157143,2.8,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,6,0,1,0,1,1,0,60,0,47,10,2,0,3,27.27,2.645454545,4.194545455,6.632443,95.68818182,4.4,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,7,0,0,0,1,2,0,154,21,100,25,17,1,6,23.08,7.215,12.3796875,5.507780094,100.33,14.05,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,1,0,31,0,24,4,1,0,3,40,5.24,3.678,6.5050248,66.4,2,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,0,1,0,1,0,0,37,0,30,6,1,0,1,28.57,-1.06,2.255714286,5.171803143,115.13,2.8,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,4,0,1,1,1,2,1,119,0,89,25,19,1,4,7.69,4.080769231,7.692692308,3.188405962,112.1142308,10.4,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,4,0,1,1,2,0,0,47,0,37,8,1,0,2,33.33,-0.28,2.433333333,5.084441222,113.1,3.6,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,1,1,3,1,2,1,2,1,90,1,63,20,4,0,6,14.29,3.23,4.316666667,3.461595111,103.965,7.2,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,24,0,20,4,1,0,0,0,2.88,-0.09,1.801144,83.32,2,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,1,1,2,2,1,0,0,81,0,66,15,1,0,0,18.75,4.6625,5.99875,6.604376375,90.1325,8.9,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,1,6,4,4,4,0,2,2,152,0,117,31,4,0,4,3.12,9.876666667,11.939,6.144372233,77.685,14.66666667,10.74596669,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,8,2,1,4,2,4,1,143,1,113,26,2,0,3,18.52,9.237142857,11.74642857,7.081900786,78.70785714,15.48571429,12.48683298,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,18,4,7,5,0,8,1,294,1,221,59,3,1,12,21.67,19.61,25.997,5.461523367,61.335,24.66666667,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,3,0,1,0,1,0,0,58,0,47,11,1,0,0,16.67,1.873333333,3.0175,4.76300575,103.005,8.133333333,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,6,0,0,0,1,0,0,72,1,55,13,3,0,3,21.43,1.67,4.41,5.605222857,108.025,5.6,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,0,0,2,0,1,0,37,1,28,7,1,0,1,25,-0.67,-0.35625,1.815245875,114.115,3.2,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,5,5,7,7,2,1,2,193,0,148,39,3,0,6,7.5,15.36585366,16.07195122,4.702383024,57.92243902,17.37560976,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,1,4,4,2,3,3,1,0,114,0,85,23,4,0,6,8.33,5.016,7.084,3.0071982,103.628,10,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,7,0,4,0,0,0,2,1,0,101,23,57,18,29,0,3,26.32,-3.07,7.41,6.239236,152.695,8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,4,0,1,0,0,2,0,57,2,42,12,2,0,1,30.77,-0.535384615,1.011538462,1.824285538,122.0553846,5.2,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,4,2,4,2,5,2,0,121,0,95,21,1,0,4,22.73,7.232173913,9.524347826,7.199133609,84.17695652,12.67826087,10.74596669,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,1,1,0,0,0,36,0,26,5,2,2,3,0,-2.745714286,0.91,3.491845714,127.2157143,2.8,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,1,1,0,0,0,0,40,1,31,7,1,0,1,12.5,2.28,1.41,4.02019,92.965,8.2,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,2,1,1,0,1,0,62,0,50,10,3,0,2,27.27,4.790909091,5.479090909,8.236038727,80.30636364,8.036363636,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,5,2,2,1,3,3,1,87,0,65,20,1,0,1,19.05,2.83,3.8775,1.82934775,110.395,10,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,6,0,3,4,1,2,0,144,5,102,24,8,0,7,28,7.614074074,10.73555556,6.405002556,88.56333333,12.28148148,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,8,0,1,0,0,2,2,151,25,89,26,7,1,8,3.7,5.865925926,11.95666667,7.92940837,101.0966667,10.8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,5,0,4,0,3,0,0,2,0,151,31,89,20,30,2,8,38.1,1.811538462,13.48961538,10.42514565,128.3834615,10.4,3,0,0,0,1,0,0,1,30,1,1,8,54,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,1,2,0,1,0,0,32,0,26,5,1,0,1,33.33,-1.06,-0.435714286,1.811888286,115.13,8.514285714,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,5,0,0,0,1,0,0,48,0,39,9,1,0,0,40,3.65,1.939,4.1718869,86.705,4,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,1,0,1,2,1,2,1,155,17,113,21,13,2,2,27.27,10.48666667,16.0825,14.81558558,62.625,12.93333333,10.74596669,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,1,0,0,0,0,31,0,23,5,1,0,3,33.33,2.483333333,-0.375,1.8074115,87.945,2.4,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,6,0,2,2,2,1,1,183,14,125,35,14,1,8,22.22,10.71947368,14.79868421,4.928459395,85.89131579,17.30526316,10.74596669,0,0,0,0,0,0,1,65,1,1,7,27,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,4,0,1,1,0,0,0,26,0,19,7,0,0,0,62.5,-3.62,-6.24375,-5.534567875,135.265,3.2,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,4,3,2,1,1,5,1,153,0,114,28,3,0,11,6.9,9.147586207,11.58517241,6.292842,81.13103448,11.6,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,6,1,2,1,0,1,0,76,0,58,18,1,0,0,10.53,4.241052632,2.447894737,0.590989579,98.49736842,9.705263158,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,13,0,5,3,2,6,1,205,0,164,32,0,0,9,30.3,17.61428571,18.13971429,10.90514697,31.11571429,19.71428571,15.24744871,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3,1,22,2,13,4,1,3,1,324,1,207,78,23,0,37,18.99,20.12705882,26.97705882,1.749515529,71.87676471,27.2,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,4,4,2,1,0,4,1,121,0,93,23,3,0,5,8.33,6.803846154,8.417307692,4.092998423,92.59115385,11.93846154,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,3,0,2,0,1,0,0,38,1,28,8,1,0,1,11.11,-1.591111111,-1.753333333,-0.142093,122.5,3.6,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,7,1,2,1,1,5,0,143,1,109,29,3,0,4,10,8.333793103,10.93551724,5.481828069,86.96551724,12.97931034,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,3,0,1,0,0,1,1,56,0,44,10,1,0,2,18.18,-0.093333333,1.84,3.293043,117.105,4.8,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,11,1,2,0,3,0,0,127,1,93,24,3,0,9,24,6.803846154,8.598461538,4.319146538,92.59115385,11.93846154,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,1,4,8,2,3,0,2,0,159,0,117,36,5,0,6,5.41,9.795151515,11.76909091,4.149356212,83.61272727,14.41212121,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,4,0,0,0,1,0,0,43,0,35,7,1,0,1,25,3.755,3.17625,6.225134125,82.39,3.2,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,4,0,1,1,0,1,0,94,1,65,17,3,0,11,27.78,3.885555556,4.84,4.114911889,99.265,9.422222222,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,2,0,0,0,0,15,1,9,3,1,0,2,50,-8.13,-7.655,-8.4979965,160.475,1.6,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,3,1,0,0,1,0,0,43,1,34,7,1,0,1,0,-0.67,3.17625,6.225134125,114.115,3.2,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,4,2,1,1,0,1,2,82,0,65,15,2,0,2,18.75,5.4,5.704375,6.236885687,84.845,11.4,10.74596669,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,0,1,0,0,1,0,32,0,25,6,1,0,1,14.29,-1.06,-1.108571429,0.971909571,115.13,2.8,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,5,1,2,0,1,0,0,58,2,37,13,2,0,6,14.29,-0.015714286,-1.309285714,-1.534596214,120.1107143,5.6,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,2,0,1,1,0,0,40,0,31,8,2,0,1,0,1.031111111,-0.706666667,1.164540556,103.7,8.044444444,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,1,5,1,3,2,0,3,2,174,3,133,26,15,4,8,7.41,10.53375,14.7346875,8.447705594,76.53625,14.05,8.477225575,1,0,1,1,0,1,1,9456,0,0,4,23,1,2,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,4,1,0,0,2,4,1,102,0,82,19,2,0,1,5,7.55,7.881,6.8272211,76.555,10,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,7,1,4,1,1,0,0,112,0,77,19,5,0,16,30,5.523809524,6.34,4.349731571,92.86285714,8.4,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,1,3,1,0,3,0,4,2,129,0,101,24,15,0,4,4,8.792,10.0984,6.77030284,76.556,11.6,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,1,0,1,0,0,0,48,0,39,7,1,0,2,0,5.23,5.53125,9.165059625,71.815,8.2,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,1,1,1,0,0,42,0,35,6,1,0,1,0,2.311428571,5.62,9.371696714,90.95857143,2.8,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,17,0,12,1,1,0,4,50,-2.23,-5.3,-5.558071,118.175,1.6,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,28,0,1,0,0,1,0,0,0,171,2,132,31,120,2,4,9.38,-2.3725,14.293125,7.896469563,169.0675,12.8,3,0,0,0,1,0,0,1,90,1,1,5,62,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,2,0,1,2,1,0,30,0,24,6,1,0,0,0,0.625714286,-1.781428571,0.131930857,103.0442857,2.8,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,2,0,0,0,0,44,0,35,7,1,0,2,12.5,1.031111111,1.386666667,3.777807667,103.7,8.044444444,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,1,0,24,0,20,4,1,0,0,0,0.52,-0.09,1.801144,100.24,2,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,25,0,20,4,1,0,1,40,-1.84,-0.09,1.801144,117.16,2,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,3,0,6,1,3,4,0,138,0,112,23,0,0,3,4.17,7.536666667,12.55,10.40569733,83.775,11.26666667,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,9,1,12,0,1,1,0,179,0,135,33,3,0,11,23.53,13.28764706,14.27147059,6.675449088,60.35441176,18.30588235,13.95445115,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,2,0,2,2,0,0,0,143,16,98,21,26,5,3,22.73,5.022857143,11.74642857,7.081900786,108.9221429,12.62857143,8.477225575,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,2,1,2,0,1,0,1,52,0,41,10,1,0,1,36.36,4.790909091,1.625454545,3.425251545,80.30636364,11.67272727,10.74596669,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,1,2,0,0,1,2,1,82,0,66,16,1,0,0,0,3.534117647,5.355882353,5.286424588,100.0035294,11.50588235,10.74596669,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,0,1,1,0,0,0,39,0,29,6,1,0,4,28.57,0.805,-0.35625,1.815245875,103.54,3.2,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,5,0,2,1,0,0,1,80,0,54,17,3,0,9,5.56,4.541111111,1.7,0.195011222,94.565,7.2,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,2,0,2,0,0,1,35,0,25,8,2,0,2,11.11,-1.591111111,-3.846666667,-2.755360111,122.5,3.6,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,2,1,0,0,1,1,0,80,0,59,13,2,1,6,28.57,3.355714286,5.419285714,6.865190929,95.93928571,5.6,3,1,0,1,1,1,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,1,0,0,1,2,0,41,0,32,6,2,0,3,14.29,0.805,1.41,4.02019,103.54,8.2,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,1,0,2,0,0,0,27,0,20,6,1,0,1,0,-1.45,-2.73,-1.132514,116.145,2.4,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,2,0,6,0,3,0,0,1,1,179,19,128,25,12,1,4,30.77,9.876666667,16.806,12.22021827,77.685,16,12.48683298,0,0,0,1,0,0,1,32,1,1,8,57,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,1,0,1,0,0,32,0,26,5,1,0,1,33.33,2.483333333,1.98,4.747337,87.945,2.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,2,0,0,23,0,17,4,1,0,2,0,0.52,-2.916,-1.7267666,100.24,2,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,1,1,1,0,2,0,29,0,22,6,1,0,1,0,-3.62,-4.4775,-3.32962375,135.265,3.2,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5,0,2,0,1,0,3,100,-15.2,-11.51,-33.628382,205.82,0.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,1,2,0,0,0,0,0,0,126,1,99,23,98,0,3,25,-5.84,9.91,6.5351088,181.46,10,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,1,4,4,4,5,1,3,1,166,0,130,31,2,0,5,9.38,10.86787879,13.62454545,6.465661152,75.92181818,15.62424242,10.74596669,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,2,0,0,1,2,106,4,84,13,3,1,4,14.29,12.28666667,13.702,16.72183653,33.69,14,12.48683298,0,0,0,1,0,0,1,50,1,1,9,26,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,7,2,1,4,3,2,2,141,0,106,29,2,0,6,0,8.32125,10.171875,2.751599938,92.39875,12.8,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,4,2,4,1,2,0,1,122,0,97,21,3,1,3,13.64,11.22636364,10.33681818,8.779117227,53.75954545,16.07272727,13.95445115,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,1,0,0,1,1,0,38,0,31,6,2,0,1,28.57,0.625714286,2.928571429,6.011781857,103.0442857,2.8,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,1,3,1,2,1,0,1,62,0,48,12,2,0,2,0,3.095384615,2.460769231,3.633470462,96.02461538,8.276923077,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,3,1,0,1,0,1,1,47,0,37,9,1,0,1,10,1.29,0.997,2.9959167,103.625,4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,21,0,15,3,1,0,3,25,3.67,-1.7675,-1.14818275,75.875,11.6,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,1,4,4,2,3,2,0,114,0,88,21,2,0,5,13.64,7.536666667,7.84,4.525846333,83.775,11.26666667,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,4,1,2,1,3,0,1,71,1,50,15,3,0,5,25,2.45,1.583125,1.092016063,105.995,6.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,0,0,0,1,25,0,18,4,1,0,3,0,-3.416666667,-4.3,-3.092464333,130.245,2.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
